day	month	year	flow			
18	12	1980	68.26
19	12	1980	61.46
20	12	1980	53.27
21	12	1980	46.39
22	12	1980	47.19
23	12	1980	53.5
24	12	1980	60.15
25	12	1980	55.77
26	12	1980	50.14
27	12	1980	47.96
28	12	1980	55.81
29	12	1980	65.42
30	12	1980	98.37
31	12	1980	102.8
1	1	1981	96.62
2	1	1981	138.5
3	1	1981	136.2
4	1	1981	116.6
5	1	1981	98.88
6	1	1981	85.87
7	1	1981	79.88
8	1	1981	83.41
9	1	1981	81.07
10	1	1981	71.93
11	1	1981	67.5
12	1	1981	65.02
13	1	1981	65.12
14	1	1981	79.3
15	1	1981	72.99
16	1	1981	64.61
17	1	1981	54.61
18	1	1981	49.16
19	1	1981	48.65
20	1	1981	44.92
21	1	1981	50.72
22	1	1981	55.09
23	1	1981	55.39
24	1	1981	58.06
25	1	1981	56.31
26	1	1981	69.51
27	1	1981	69.17
28	1	1981	61.76
29	1	1981	59.68
30	1	1981	57.37
31	1	1981	52.45
1	2	1981	47.77
2	2	1981	53.84
3	2	1981	54.37
4	2	1981	50.82
5	2	1981	56.73
6	2	1981	85.97
7	2	1981	96.85
8	2	1981	97.37
9	2	1981	85.33
10	2	1981	73.54
11	2	1981	64.93
12	2	1981	63.68
13	2	1981	63.3
14	2	1981	56.41
15	2	1981	50.62
16	2	1981	44.76
17	2	1981	39.17
18	2	1981	34.5
19	2	1981	30.55
20	2	1981	27.03
21	2	1981	23.84
22	2	1981	21.08
23	2	1981	18.97
24	2	1981	17.24
25	2	1981	15.56
26	2	1981	14.34
27	2	1981	12.58
28	2	1981	11.42
1	3	1981	9.886
2	3	1981	8.321
3	3	1981	7.612
4	3	1981	7.166
5	3	1981	6.88
6	3	1981	6.379
7	3	1981	9.541
8	3	1981	15.78
9	3	1981	19.25
10	3	1981	21.34
11	3	1981	29.97
12	3	1981	33.37
13	3	1981	31.52
14	3	1981	28.9
15	3	1981	26.56
16	3	1981	25.4
17	3	1981	25.81
18	3	1981	28.86
19	3	1981	31.54
20	3	1981	30.99
21	3	1981	29.72
22	3	1981	27.92
23	3	1981	25.93
24	3	1981	26.22
25	3	1981	34.2
26	3	1981	39.47
27	3	1981	39.46
28	3	1981	38.03
29	3	1981	36.03
30	3	1981	33.08
31	3	1981	29.56
1	4	1981	26.61
2	4	1981	23.81
3	4	1981	21.37
4	4	1981	19.26
5	4	1981	17.63
6	4	1981	15.99
7	4	1981	14.81
8	4	1981	14.16
9	4	1981	13.25
10	4	1981	12.17
11	4	1981	11.31
12	4	1981	10.64
13	4	1981	10.27
14	4	1981	9.4
15	4	1981	8.694
16	4	1981	8.142
17	4	1981	7.387
18	4	1981	6.827
19	4	1981	6.44
20	4	1981	6.114
21	4	1981	5.799
22	4	1981	5.472
23	4	1981	5.239
24	4	1981	4.912
25	4	1981	4.636
26	4	1981	4.401
27	4	1981	4.337
28	4	1981	4.815
29	4	1981	8.554
30	4	1981	17.18
1	5	1981	20.15
2	5	1981	19.96
3	5	1981	19.74
4	5	1981	18.88
5	5	1981	17.94
6	5	1981	16.86
7	5	1981	15.86
8	5	1981	15.28
9	5	1981	14.07
10	5	1981	13.95
11	5	1981	12.76
12	5	1981	11.53
13	5	1981	10.6
14	5	1981	9.825
15	5	1981	9.18
16	5	1981	8.505
17	5	1981	7.983
18	5	1981	7.25
19	5	1981	6.806
20	5	1981	6.504
21	5	1981	6.009
22	5	1981	5.826
23	5	1981	5.725
24	5	1981	5.306
25	5	1981	4.962
26	5	1981	4.947
27	5	1981	5.077
28	5	1981	5.073
29	5	1981	4.967
30	5	1981	4.781
31	5	1981	4.739
1	6	1981	4.517
2	6	1981	4.651
3	6	1981	4.327
4	6	1981	4.359
5	6	1981	4.761
6	6	1981	6.018
7	6	1981	7.621
8	6	1981	9.143
9	6	1981	13.07
10	6	1981	17.35
11	6	1981	18.17
12	6	1981	18.64
13	6	1981	18.48
14	6	1981	19.33
15	6	1981	20.47
16	6	1981	22.21
17	6	1981	24.16
18	6	1981	23.87
19	6	1981	22.43
20	6	1981	21.17
21	6	1981	19.76
22	6	1981	18.06
23	6	1981	16.59
24	6	1981	14.93
25	6	1981	13.46
26	6	1981	12.51
27	6	1981	11.52
28	6	1981	10.48
29	6	1981	9.938
30	6	1981	10.07
1	7	1981	11.16
2	7	1981	12.22
3	7	1981	12.41
4	7	1981	12.26
5	7	1981	11.85
6	7	1981	12.86
7	7	1981	15.52
8	7	1981	16.87
9	7	1981	16.14
10	7	1981	14.99
11	7	1981	14.36
12	7	1981	13.21
13	7	1981	12.36
14	7	1981	11.6
15	7	1981	11.93
16	7	1981	13.29
17	7	1981	13.81
18	7	1981	14.13
19	7	1981	14.14
20	7	1981	14.66
21	7	1981	14.3
22	7	1981	13.71
23	7	1981	14.69
24	7	1981	15.05
25	7	1981	14.52
26	7	1981	13.71
27	7	1981	13.09
28	7	1981	12.69
29	7	1981	13.08
30	7	1981	12.65
31	7	1981	11.78
1	8	1981	10.87
2	8	1981	10.37
3	8	1981	9.608
4	8	1981	9.121
5	8	1981	8.946
6	8	1981	8.543
7	8	1981	8.127
8	8	1981	7.738
9	8	1981	7.374
10	8	1981	7.322
11	8	1981	7.697
12	8	1981	9.961
13	8	1981	10.93
14	8	1981	11.63
15	8	1981	12.27
16	8	1981	12.8
17	8	1981	14.12
18	8	1981	15.74
19	8	1981	19.64
20	8	1981	22.61
21	8	1981	22.18
22	8	1981	21.74
23	8	1981	20.84
24	8	1981	20.1
25	8	1981	18.85
26	8	1981	17.51
27	8	1981	16.15
28	8	1981	14.37
29	8	1981	12.98
30	8	1981	12.24
31	8	1981	11.16
1	9	1981	9.893
2	9	1981	9.054
3	9	1981	8.612
4	9	1981	8.183
5	9	1981	7.903
6	9	1981	7.617
7	9	1981	7.238
8	9	1981	7.003
9	9	1981	7.286
10	9	1981	7.874
11	9	1981	8.085
12	9	1981	7.845
13	9	1981	7.473
14	9	1981	7.385
15	9	1981	7.203
16	9	1981	7.222
17	9	1981	7.773
18	9	1981	10.97
19	9	1981	12.92
20	9	1981	51.35
21	9	1981	99.11
22	9	1981	107.1
23	9	1981	100.9
24	9	1981	89.58
25	9	1981	80.66
26	9	1981	74.09
27	9	1981	84.13
28	9	1981	91.06
29	9	1981	87.15
30	9	1981	81.4
1	10	1981	77.53
2	10	1981	69.72
3	10	1981	69.98
4	10	1981	71.97
5	10	1981	65.01
6	10	1981	56.79
7	10	1981	51.7
8	10	1981	47.25
9	10	1981	43.75
10	10	1981	48.52
11	10	1981	49.27
12	10	1981	49.38
13	10	1981	49.58
14	10	1981	49.63
15	10	1981	49.63
16	10	1981	49.67
17	10	1981	51.02
18	10	1981	53.05
19	10	1981	60.23
20	10	1981	61.63
21	10	1981	68.08
22	10	1981	65.43
23	10	1981	60.18
24	10	1981	57.22
25	10	1981	51.69
26	10	1981	46.49
27	10	1981	44.86
28	10	1981	48.11
29	10	1981	49.05
30	10	1981	48.42
31	10	1981	48.22
1	11	1981	44.67
2	11	1981	42.86
3	11	1981	52.86
4	11	1981	54.66
5	11	1981	49.78
6	11	1981	43.28
7	11	1981	37.87
8	11	1981	33.97
9	11	1981	33.27
10	11	1981	63
11	11	1981	98.24
12	11	1981	89.14
13	11	1981	82.86
14	11	1981	73.89
15	11	1981	66.34
16	11	1981	61.79
17	11	1981	61.44
18	11	1981	60.39
19	11	1981	57.13
20	11	1981	68.49
21	11	1981	71.98
22	11	1981	90.67
23	11	1981	89.3
24	11	1981	87.23
25	11	1981	88.2
26	11	1981	120.6
27	11	1981	125.1
28	11	1981	111.9
29	11	1981	100.6
30	11	1981	112.8
1	12	1981	97.48
2	12	1981	86.22
3	12	1981	98.44
4	12	1981	103.8
5	12	1981	92.17
6	12	1981	82.36
7	12	1981	71.97
8	12	1981	62.64
9	12	1981	53.95
10	12	1981	46.27
11	12	1981	39.8
12	12	1981	35.46
13	12	1981	32.46
14	12	1981	28.37
15	12	1981	25.22
16	12	1981	21.63
17	12	1981	19.6
18	12	1981	18.09
19	12	1981	17.17
20	12	1981	16.81
21	12	1981	16.28
22	12	1981	14.92
23	12	1981	13.67
24	12	1981	12.6
25	12	1981	12.02
26	12	1981	11.53
27	12	1981	9.8
28	12	1981	8.94
29	12	1981	8.561
30	12	1981	8.053
31	12	1981	8.617
1	1	1982	8.836
2	1	1982	9.15
3	1	1982	9.635
4	1	1982	9.798
5	1	1982	9.899
6	1	1982	9.607
7	1	1982	8.842
8	1	1982	7.881
9	1	1982	7.214
10	1	1982	6.671
11	1	1982	6.212
12	1	1982	6.288
13	1	1982	6.252
14	1	1982	6.566
15	1	1982	7.247
16	1	1982	8.136
17	1	1982	9.934
18	1	1982	10.11
19	1	1982	10.78
20	1	1982	11.41
21	1	1982	11.56
22	1	1982	12.44
23	1	1982	14.77
24	1	1982	20.94
25	1	1982	30.55
26	1	1982	33.73
27	1	1982	42.06
28	1	1982	50.66
29	1	1982	77.98
30	1	1982	122.3
31	1	1982	113.7
1	2	1982	99.24
2	2	1982	86.97
3	2	1982	74.57
4	2	1982	63.47
5	2	1982	55.11
6	2	1982	51.71
7	2	1982	49.01
8	2	1982	50.21
9	2	1982	52.77
10	2	1982	49.22
11	2	1982	44.88
12	2	1982	47.19
13	2	1982	53.13
14	2	1982	50.74
15	2	1982	44.37
16	2	1982	38.77
17	2	1982	35.33
18	2	1982	31.64
19	2	1982	28.6
20	2	1982	25.27
21	2	1982	22.52
22	2	1982	19.9
23	2	1982	18.39
24	2	1982	16.9
25	2	1982	16.4
26	2	1982	17.98
27	2	1982	22.24
28	2	1982	27.47
1	3	1982	33.63
2	3	1982	39.91
3	3	1982	51.15
4	3	1982	54.17
5	3	1982	50.17
6	3	1982	54.52
7	3	1982	52.08
8	3	1982	46.4
9	3	1982	44.85
10	3	1982	44.76
11	3	1982	44.39
12	3	1982	41.15
13	3	1982	40.37
14	3	1982	44.47
15	3	1982	44.36
16	3	1982	40.89
17	3	1982	43.56
18	3	1982	46.14
19	3	1982	42.51
20	3	1982	38.35
21	3	1982	35.96
22	3	1982	35.44
23	3	1982	35.84
24	3	1982	37.9
25	3	1982	38.03
26	3	1982	35.75
27	3	1982	33
28	3	1982	30.5
29	3	1982	28.41
30	3	1982	26.73
31	3	1982	24.34
1	4	1982	22.57
2	4	1982	20.6
3	4	1982	18.73
4	4	1982	17.49
5	4	1982	16.09
6	4	1982	15.07
7	4	1982	13.98
8	4	1982	13.18
9	4	1982	12.95
10	4	1982	13.24
11	4	1982	13.17
12	4	1982	12.61
13	4	1982	11.9
14	4	1982	11.66
15	4	1982	11.84
16	4	1982	12.11
17	4	1982	12.17
18	4	1982	11.84
19	4	1982	11.64
20	4	1982	10.97
21	4	1982	10.26
22	4	1982	10.64
23	4	1982	11.06
24	4	1982	11.06
25	4	1982	10.49
26	4	1982	9.943
27	4	1982	9.393
28	4	1982	9.06
29	4	1982	10.12
30	4	1982	15.15
1	5	1982	18.07
2	5	1982	27.45
3	5	1982	40.73
4	5	1982	52.4
5	5	1982	56.19
6	5	1982	58.36
7	5	1982	53.9
8	5	1982	50.29
9	5	1982	47
10	5	1982	42.67
11	5	1982	39.05
12	5	1982	36.46
13	5	1982	34.32
14	5	1982	31.88
15	5	1982	29.33
16	5	1982	27
17	5	1982	24.61
18	5	1982	22.46
19	5	1982	20.64
20	5	1982	18.92
21	5	1982	17.6
22	5	1982	16.58
23	5	1982	15.65
24	5	1982	14.54
25	5	1982	14.77
26	5	1982	15.18
27	5	1982	14.73
28	5	1982	14.14
29	5	1982	13.68
30	5	1982	12.67
31	5	1982	11.56
1	6	1982	10.78
2	6	1982	9.812
3	6	1982	8.803
4	6	1982	8.312
5	6	1982	7.633
6	6	1982	7.906
7	6	1982	6.549
8	6	1982	6.256
9	6	1982	6.349
10	6	1982	5.833
11	6	1982	4.672
12	6	1982	4.452
13	6	1982	4.118
14	6	1982	3.944
15	6	1982	3.935
16	6	1982	3.685
17	6	1982	3.856
18	6	1982	3.675
19	6	1982	3.324
20	6	1982	2.883
21	6	1982	2.745
22	6	1982	2.53
23	6	1982	2.288
24	6	1982	2.383
25	6	1982	2.764
26	6	1982	2.62
27	6	1982	2.328
28	6	1982	2.297
29	6	1982	2.28
30	6	1982	2.257
1	7	1982	2.287
2	7	1982	2.956
3	7	1982	4.01
4	7	1982	6.736
5	7	1982	9.074
6	7	1982	10.58
7	7	1982	11.17
8	7	1982	10.99
9	7	1982	10.61
10	7	1982	9.773
11	7	1982	9.146
12	7	1982	9.298
13	7	1982	8.524
14	7	1982	8.254
15	7	1982	10.4
16	7	1982	11.4
17	7	1982	11.15
18	7	1982	10.95
19	7	1982	10.2
20	7	1982	9.234
21	7	1982	8.347
22	7	1982	8.311
23	7	1982	7.682
24	7	1982	7.19
25	7	1982	6.488
26	7	1982	6.095
27	7	1982	5.414
28	7	1982	5.04
29	7	1982	4.847
30	7	1982	4.483
31	7	1982	4.387
1	8	1982	4.156
2	8	1982	3.79
3	8	1982	3.839
4	8	1982	3.5
5	8	1982	3.053
6	8	1982	2.996
7	8	1982	3.037
8	8	1982	2.918
9	8	1982	3.032
10	8	1982	3.06
11	8	1982	3.591
12	8	1982	3.652
13	8	1982	4.192
14	8	1982	4.812
15	8	1982	5.334
16	8	1982	6.833
17	8	1982	9.328
18	8	1982	11.56
19	8	1982	14.97
20	8	1982	45.69
21	8	1982	57.38
22	8	1982	57.87
23	8	1982	53.8
24	8	1982	53.26
25	8	1982	58.44
26	8	1982	58.16
27	8	1982	56.8
28	8	1982	55.73
29	8	1982	55.62
30	8	1982	72.99
31	8	1982	76.14
1	9	1982	66.84
2	9	1982	59.41
3	9	1982	72.45
4	9	1982	82.7
5	9	1982	72.92
6	9	1982	63.72
7	9	1982	61.21
8	9	1982	67.09
9	9	1982	64.36
10	9	1982	61.09
11	9	1982	55.61
12	9	1982	53.4
13	9	1982	51.3
14	9	1982	48.89
15	9	1982	49.26
16	9	1982	49.28
17	9	1982	49.36
18	9	1982	54.45
19	9	1982	60.19
20	9	1982	56.56
21	9	1982	63.58
22	9	1982	74.28
23	9	1982	66.81
24	9	1982	52.79
25	9	1982	47.74
26	9	1982	43.54
27	9	1982	42.13
28	9	1982	44.19
29	9	1982	48.34
30	9	1982	49.2
1	10	1982	46.22
2	10	1982	43.17
3	10	1982	38.53
4	10	1982	35.13
5	10	1982	32.08
6	10	1982	28.22
7	10	1982	25.7
8	10	1982	23.97
9	10	1982	21.98
10	10	1982	20.06
11	10	1982	18.23
12	10	1982	16.78
13	10	1982	16.42
14	10	1982	16.71
15	10	1982	15.98
16	10	1982	15.9
17	10	1982	14.82
18	10	1982	14.46
19	10	1982	17.18
20	10	1982	24.43
21	10	1982	27.93
22	10	1982	35.1
23	10	1982	37.7
24	10	1982	36.1
25	10	1982	33.9
26	10	1982	33.69
27	10	1982	41.2
28	10	1982	44.31
29	10	1982	39.64
30	10	1982	38.45
31	10	1982	37.68
1	11	1982	36.48
2	11	1982	35.86
3	11	1982	33.5
4	11	1982	30.91
5	11	1982	27.95
6	11	1982	26.99
7	11	1982	27.15
8	11	1982	25.89
9	11	1982	27.17
10	11	1982	32.09
11	11	1982	35.55
12	11	1982	38.78
13	11	1982	43.17
14	11	1982	44.56
15	11	1982	53.19
16	11	1982	71.83
17	11	1982	75.52
18	11	1982	97.15
19	11	1982	101.8
20	11	1982	99.03
21	11	1982	98.25
22	11	1982	97.79
23	11	1982	91.23
24	11	1982	79.61
25	11	1982	68.63
26	11	1982	64.9
27	11	1982	60.79
28	11	1982	55.52
29	11	1982	53.12
30	11	1982	53.28
1	12	1982	51.18
2	12	1982	46.27
3	12	1982	40.61
4	12	1982	37.55
5	12	1982	36.64
6	12	1982	35.3
7	12	1982	33.12
8	12	1982	36.01
9	12	1982	38.63
10	12	1982	37.24
11	12	1982	35.11
12	12	1982	32.14
13	12	1982	29.77
14	12	1982	34.1
15	12	1982	61.71
16	12	1982	62.76
17	12	1982	56.35
18	12	1982	52.49
19	12	1982	65.66
20	12	1982	74.25
21	12	1982	78.37
22	12	1982	71.58
23	12	1982	67.72
24	12	1982	83.53
25	12	1982	91.89
26	12	1982	91.49
27	12	1982	85.61
28	12	1982	78.5
29	12	1982	68.73
30	12	1982	65.34
31	12	1982	62.08
1	1	1983	64.51
2	1	1983	63.34
3	1	1983	67.67
4	1	1983	71.15
5	1	1983	79.71
6	1	1983	83.28
7	1	1983	76.54
8	1	1983	73.53
9	1	1983	78.37
10	1	1983	79.32
11	1	1983	89.52
12	1	1983	89.11
13	1	1983	80.83
14	1	1983	82.05
15	1	1983	88.58
16	1	1983	104
17	1	1983	126.1
18	1	1983	120.5
19	1	1983	104.4
20	1	1983	92.68
21	1	1983	90.02
22	1	1983	81.35
23	1	1983	73.27
24	1	1983	72.36
25	1	1983	73.9
26	1	1983	73.72
27	1	1983	76.89
28	1	1983	73.5
29	1	1983	68.62
30	1	1983	61.47
31	1	1983	54.75
1	2	1983	49.32
2	2	1983	45.67
3	2	1983	40.86
4	2	1983	38.89
5	2	1983	43.84
6	2	1983	51.75
7	2	1983	47.85
8	2	1983	42.31
9	2	1983	38.36
10	2	1983	36.41
11	2	1983	33.9
12	2	1983	31.43
13	2	1983	30.65
14	2	1983	29.55
15	2	1983	27.94
16	2	1983	25.69
17	2	1983	23.51
18	2	1983	21.35
19	2	1983	19.41
20	2	1983	17.87
21	2	1983	16.24
22	2	1983	14.93
23	2	1983	13.16
24	2	1983	11.94
25	2	1983	11.22
26	2	1983	10.33
27	2	1983	11.12
28	2	1983	11.93
1	3	1983	12.28
2	3	1983	13.48
3	3	1983	16.23
4	3	1983	20.61
5	3	1983	73.43
6	3	1983	109.9
7	3	1983	111.5
8	3	1983	97.52
9	3	1983	87.61
10	3	1983	84.64
11	3	1983	79.17
12	3	1983	68.8
13	3	1983	59.37
14	3	1983	53.22
15	3	1983	49.47
16	3	1983	47.26
17	3	1983	54.05
18	3	1983	55.53
19	3	1983	51.68
20	3	1983	50.94
21	3	1983	49.36
22	3	1983	48.67
23	3	1983	45.61
24	3	1983	43.03
25	3	1983	43.88
26	3	1983	41.68
27	3	1983	38.41
28	3	1983	36.24
29	3	1983	44.48
30	3	1983	49.96
31	3	1983	49.61
1	4	1983	46.92
2	4	1983	41.88
3	4	1983	38.11
4	4	1983	34.89
5	4	1983	31.96
6	4	1983	29.03
7	4	1983	26.37
8	4	1983	24.08
9	4	1983	22.64
10	4	1983	21.67
11	4	1983	20.5
12	4	1983	19.78
13	4	1983	20.53
14	4	1983	23.1
15	4	1983	26.12
16	4	1983	34.47
17	4	1983	35.74
18	4	1983	34.34
19	4	1983	32.15
20	4	1983	30.12
21	4	1983	27.55
22	4	1983	24.96
23	4	1983	23.34
24	4	1983	21.88
25	4	1983	20.7
26	4	1983	19.55
27	4	1983	18.15
28	4	1983	16.81
29	4	1983	15.66
30	4	1983	14.5
1	5	1983	13.35
2	5	1983	11.92
3	5	1983	10.97
4	5	1983	11.2
5	5	1983	10.54
6	5	1983	9.47
7	5	1983	9.202
8	5	1983	9.826
9	5	1983	10.26
10	5	1983	10.27
11	5	1983	9.281
12	5	1983	8.465
13	5	1983	8.657
14	5	1983	9.786
15	5	1983	10.42
16	5	1983	10.17
17	5	1983	9.556
18	5	1983	9.04
19	5	1983	8.56
20	5	1983	8.317
21	5	1983	8.002
22	5	1983	8.109
23	5	1983	7.829
24	5	1983	7.297
25	5	1983	6.891
26	5	1983	6.726
27	5	1983	6.353
28	5	1983	6.158
29	5	1983	5.905
30	5	1983	5.711
31	5	1983	5.509
1	6	1983	5.26
2	6	1983	5.738
3	6	1983	5.845
4	6	1983	5.843
5	6	1983	5.843
6	6	1983	5.843
7	6	1983	6.071
8	6	1983	6.527
9	6	1983	7
10	6	1983	7.557
11	6	1983	8.455
12	6	1983	9.448
13	6	1983	10.9
14	6	1983	17.54
15	6	1983	19.33
16	6	1983	20.31
17	6	1983	20.87
18	6	1983	19.73
19	6	1983	18.38
20	6	1983	17.07
21	6	1983	15.86
22	6	1983	14.72
23	6	1983	13.44
24	6	1983	12.22
25	6	1983	11.05
26	6	1983	9.945
27	6	1983	8.902
28	6	1983	9.785
29	6	1983	12.05
30	6	1983	12.92
1	7	1983	13.71
2	7	1983	18.28
3	7	1983	37.4
4	7	1983	42.74
5	7	1983	41.25
6	7	1983	37.9
7	7	1983	34.09
8	7	1983	30.3
9	7	1983	26.68
10	7	1983	23.72
11	7	1983	20.92
12	7	1983	18.67
13	7	1983	17.21
14	7	1983	15.83
15	7	1983	14.4
16	7	1983	12.85
17	7	1983	11.4
18	7	1983	10.03
19	7	1983	8.95
20	7	1983	8.271
21	7	1983	7.625
22	7	1983	7.008
23	7	1983	6.419
24	7	1983	5.857
25	7	1983	5.322
26	7	1983	4.814
27	7	1983	4.599
28	7	1983	4.655
29	7	1983	4.748
30	7	1983	5.311
31	7	1983	6.648
1	8	1983	7.068
2	8	1983	7.344
3	8	1983	8.725
4	8	1983	9.719
5	8	1983	10.38
6	8	1983	10.03
7	8	1983	9.468
8	8	1983	8.841
9	8	1983	8.237
10	8	1983	7.681
11	8	1983	7.17
12	8	1983	6.679
13	8	1983	6.205
14	8	1983	6.219
15	8	1983	11.99
16	8	1983	15.56
17	8	1983	16.46
18	8	1983	16.57
19	8	1983	16.63
20	8	1983	16
21	8	1983	14.94
22	8	1983	13.74
23	8	1983	12.57
24	8	1983	11.53
25	8	1983	10.74
26	8	1983	9.996
27	8	1983	9.277
28	8	1983	8.587
29	8	1983	7.925
30	8	1983	7.29
31	8	1983	6.665
1	9	1983	6
2	9	1983	5.63
3	9	1983	5.644
4	9	1983	8.749
5	9	1983	18.97
6	9	1983	24.67
7	9	1983	25.62
8	9	1983	26.88
9	9	1983	35.67
10	9	1983	39.35
11	9	1983	39.6
12	9	1983	37.76
13	9	1983	35.55
14	9	1983	32.58
15	9	1983	29.74
16	9	1983	28.74
17	9	1983	30.61
18	9	1983	37.13
19	9	1983	59.51
20	9	1983	70.23
21	9	1983	68.17
22	9	1983	62.04
23	9	1983	56.66
24	9	1983	50.84
25	9	1983	44.88
26	9	1983	39.27
27	9	1983	37.7
28	9	1983	36.14
29	9	1983	32.66
30	9	1983	28.91
1	10	1983	26.13
2	10	1983	27.56
3	10	1983	26.92
4	10	1983	32.84
5	10	1983	49.11
6	10	1983	58.71
7	10	1983	62.16
8	10	1983	62.08
9	10	1983	57.86
10	10	1983	57.01
11	10	1983	58.92
12	10	1983	62.06
13	10	1983	70.21
14	10	1983	75
15	10	1983	76.29
16	10	1983	72.88
17	10	1983	78.91
18	10	1983	98.34
19	10	1983	102.1
20	10	1983	94.8
21	10	1983	81.5
22	10	1983	70.16
23	10	1983	67.29
24	10	1983	63.83
25	10	1983	85.11
26	10	1983	88.11
27	10	1983	79.84
28	10	1983	72.02
29	10	1983	65.83
30	10	1983	65.53
31	10	1983	63.82
1	11	1983	73.68
2	11	1983	73.89
3	11	1983	70.42
4	11	1983	63.77
5	11	1983	60.97
6	11	1983	58.23
7	11	1983	51.23
8	11	1983	44.51
9	11	1983	39.53
10	11	1983	36.66
11	11	1983	32.38
12	11	1983	28.29
13	11	1983	25.2
14	11	1983	22.36
15	11	1983	20.68
16	11	1983	19.07
17	11	1983	17.76
18	11	1983	16.83
19	11	1983	16.76
20	11	1983	17.54
21	11	1983	17.41
22	11	1983	17.18
23	11	1983	17.94
24	11	1983	17.54
25	11	1983	19.45
26	11	1983	23.32
27	11	1983	25.76
28	11	1983	29.63
29	11	1983	29.78
30	11	1983	28.18
1	12	1983	25.98
2	12	1983	24.07
3	12	1983	24.39
4	12	1983	35.01
5	12	1983	40.64
6	12	1983	39.87
7	12	1983	37.88
8	12	1983	40.94
9	12	1983	40.19
10	12	1983	38.07
11	12	1983	36.02
12	12	1983	34.85
13	12	1983	50.73
14	12	1983	73.21
15	12	1983	70.11
16	12	1983	61.36
17	12	1983	53.53
18	12	1983	45.71
19	12	1983	39.49
20	12	1983	35.35
21	12	1983	32.23
22	12	1983	29.05
23	12	1983	26.37
24	12	1983	29.17
25	12	1983	41.99
26	12	1983	44.1
27	12	1983	90.69
28	12	1983	108.1
29	12	1983	100.5
30	12	1983	99.86
31	12	1983	157.8
1	1	1984	164
2	1	1984	141.8
3	1	1984	124.7
4	1	1984	107.3
5	1	1984	99.88
6	1	1984	99.89
7	1	1984	94.18
8	1	1984	83.96
9	1	1984	75.81
10	1	1984	86
11	1	1984	88.39
12	1	1984	83.52
13	1	1984	77.74
14	1	1984	69.11
15	1	1984	60.22
16	1	1984	52.49
17	1	1984	45.78
18	1	1984	39.9
19	1	1984	36.79
20	1	1984	33.52
21	1	1984	31.14
22	1	1984	26.19
23	1	1984	23.35
24	1	1984	21.06
25	1	1984	18.93
26	1	1984	16.91
27	1	1984	15.64
28	1	1984	14.96
29	1	1984	14.15
30	1	1984	14.55
31	1	1984	14.75
1	2	1984	15.3
2	2	1984	23.83
3	2	1984	33.64
4	2	1984	38.7
5	2	1984	40.09
6	2	1984	39.61
7	2	1984	38.8
8	2	1984	37.61
9	2	1984	37.35
10	2	1984	43.73
11	2	1984	49.54
12	2	1984	51.98
13	2	1984	50.25
14	2	1984	46.79
15	2	1984	42.16
16	2	1984	39.49
17	2	1984	39.81
18	2	1984	39.62
19	2	1984	36.86
20	2	1984	33.13
21	2	1984	29.03
22	2	1984	25.82
23	2	1984	24.19
24	2	1984	23.74
25	2	1984	23.23
26	2	1984	22.49
27	2	1984	21.76
28	2	1984	20.78
1	3	1984	25.7
2	3	1984	27.59
3	3	1984	31.74
4	3	1984	48.49
5	3	1984	53.42
6	3	1984	53.72
7	3	1984	51.53
8	3	1984	46.38
9	3	1984	40.98
10	3	1984	37.57
11	3	1984	36.74
12	3	1984	34.99
13	3	1984	32.52
14	3	1984	29.55
15	3	1984	26.58
16	3	1984	24.34
17	3	1984	21.81
18	3	1984	19.69
19	3	1984	17.91
20	3	1984	16.42
21	3	1984	14.94
22	3	1984	13.9
23	3	1984	13.39
24	3	1984	11.32
25	3	1984	12.27
26	3	1984	12.25
27	3	1984	13.43
28	3	1984	13.87
29	3	1984	13.41
30	3	1984	12.57
31	3	1984	11.76
1	4	1984	11.04
2	4	1984	10.02
3	4	1984	9.253
4	4	1984	8.502
5	4	1984	7.976
6	4	1984	7.648
7	4	1984	7.324
8	4	1984	7.212
9	4	1984	7.672
10	4	1984	14.24
11	4	1984	20.79
12	4	1984	23.61
13	4	1984	36.89
14	4	1984	68.48
15	4	1984	71.3
16	4	1984	65.84
17	4	1984	59.26
18	4	1984	56.49
19	4	1984	59.23
20	4	1984	55.91
21	4	1984	56.17
22	4	1984	52.02
23	4	1984	46.04
24	4	1984	39.96
25	4	1984	36.31
26	4	1984	32.69
27	4	1984	29.09
28	4	1984	25.83
29	4	1984	23.23
30	4	1984	20.9
1	5	1984	18.36
2	5	1984	16.6
3	5	1984	15.37
4	5	1984	13.43
5	5	1984	11.81
6	5	1984	10.55
7	5	1984	9.587
8	5	1984	8.764
9	5	1984	7.906
10	5	1984	7.565
11	5	1984	6.905
12	5	1984	6.435
13	5	1984	6.049
14	5	1984	5.574
15	5	1984	5.153
16	5	1984	4.877
17	5	1984	4.628
18	5	1984	4.445
19	5	1984	4.34
20	5	1984	4.162
21	5	1984	3.941
22	5	1984	3.747
23	5	1984	3.598
24	5	1984	3.458
25	5	1984	3.289
26	5	1984	3.11
27	5	1984	3.038
28	5	1984	2.871
29	5	1984	2.806
30	5	1984	2.78
31	5	1984	2.645
1	6	1984	2.662
2	6	1984	2.944
3	6	1984	3.032
4	6	1984	2.832
5	6	1984	2.75
6	6	1984	2.848
7	6	1984	2.748
8	6	1984	2.738
9	6	1984	2.526
10	6	1984	2.511
11	6	1984	2.601
12	6	1984	2.705
13	6	1984	2.795
